input,product_title,product_description,is_new
"Tìm mua chiếc xe đạp điện cũ cho con gái đi học cấp 3 yêu cầu kiểu dáng thời trang màu sắc tươi sáng và ắc quy phải còn tốt chạy xa được nha",Xe đạp điện Pega Cap A,"Xe điện sở hữu thiết kế cá tính và trẻ trung rất được các bạn học sinh yêu thích. Hệ thống phanh đĩa an toàn và giảm xóc êm ái giúp việc di chuyển đến trường trở nên thoải mái hơn. Tình trạng xe còn rất mới bộ ắc quy vừa được thay mới đảm bảo quãng đường di chuyển dài cho mỗi lần sạc đầy.",False
"Mình muốn tìm lò vi sóng có kết hợp chức năng nướng để hâm nóng đồ ăn và làm các món nướng đơn giản tại nhà yêu cầu hàng chính hãng bền đẹp",Lò vi sóng Sharp 23L,"Thiết bị gia dụng đa năng tích hợp cả chức năng vi sóng và nướng giúp bạn tiết kiệm thời gian và không gian trong gian bếp. Bảng điều khiển điện tử thông minh với nhiều chế độ nấu tự động dễ dàng sử dụng cho mọi thành viên. Lớp vỏ ngoài bằng thép không gỉ bền bỉ và dễ lau chùi vệ sinh.",False
"Mua bộ sáp màu cho bé tập tô yêu cầu số lượng màu đa dạng không độc hại và màu sắc rực rỡ giúp bé phát triển khả năng sáng tạo nghệ thuật nha",Sáp màu Crayola 64 màu,"Bộ sáp màu nổi tiếng thế giới với độ an toàn tuyệt đối cho trẻ nhỏ không chứa các chất gây hại. Màu sắc vô cùng phong phú rực rỡ giúp bé thỏa sức khám phá thế giới sắc màu và phát triển năng khiếu hội họa từ sớm. Thân sáp chắc chắn khó gãy và đi kèm hộp đựng ngăn nắp cho bé sử dụng.",True
"Em đang tìm mua cây đàn piano điện đã qua sử dụng nhưng còn mới để bắt đầu học nhạc yêu cầu phím đàn có độ nặng giống đàn cơ và âm thanh hay",Piano điện Roland RP-30,"Đàn piano điện sở hữu công nghệ âm thanh chân thực và hệ thống phím cảm ứng lực giúp người chơi cảm nhận được sắc thái âm nhạc tinh tế nhất. Thiết kế sang trọng nhỏ gọn phù hợp với nhiều không gian gia đình. Đây là lựa chọn hoàn hảo cho người mới bắt đầu muốn trải nghiệm học piano chất lượng.",True
"Tìm mua kệ để giày dép loại 5 tầng bằng inox chắc chắn để sắp xếp lại đống giày dép ở cửa ra vào cho gọn gàng yêu cầu giá rẻ lắp ráp dễ",Kệ giày dép inox 5 tầng,"Kệ được làm từ inox không rỉ chắc chắn giúp bạn sắp xếp giày dép của cả gia đình một cách khoa học và ngăn nắp. Thiết kế 5 tầng rộng rãi tận dụng tối đa không gian diện tích nhỏ hẹp. Sản phẩm rất nhẹ dễ dàng di chuyển và lắp đặt nhanh chóng mà không cần sử dụng các công cụ phức tạp.",True
"Mình muốn mua máy ảnh mirrorless cũ ngoại hình còn đẹp cảm biến ảnh chất lượng cao để tập chụp ảnh phong cảnh và chân dung giá dưới 15 triệu",Máy ảnh Fujifilm X-T30 kèm lens 18-55mm,"Máy ảnh thiết kế hoài cổ sang trọng với hệ thống lấy nét cực nhanh và khả năng tái tạo màu sắc giả lập phim độc đáo của Fujifilm. Màn hình cảm ứng lật giúp bạn dễ dàng sáng tạo các góc chụp khó. Đi kèm ống kính đa dụng chất lượng cao đáp ứng tốt mọi nhu cầu từ chụp đời thường đến phong cảnh.",False
"Tìm mua loại thức ăn hạt khô dành cho chó Poodle trưởng thành giúp lông xoăn đẹp và giảm mùi hôi cơ thể yêu cầu hàng chính hãng Royal Canin",Royal Canin Poodle Adult,"Sản phẩm thức ăn chuyên biệt dành cho giống chó Poodle với công thức giúp duy trì sức khỏe làn da và bộ lông xoăn óng mượt. Thiết kế hạt đặc thù giúp giảm sự hình thành cao răng và hỗ trợ hệ tiêu hóa khỏe mạnh. Hàng nhập khẩu chính hãng đảm bảo dinh dưỡng cân bằng và an toàn cho thú cưng.",True
"Gia đình mình sắp có đám cưới nên muốn tìm dịch vụ trang trí gia tiên trọn gói phong cách hiện đại hoa tươi rạng rỡ và giá cả phải chăng nha",Trang trí gia tiên rạp cưới trọn gói,"Dịch vụ trang trí tiệc cưới chuyên nghiệp mang lại không gian lễ gia tiên sang trọng và ấm cúng cho ngày trọng đại của bạn. Chúng tôi sử dụng các loại hoa tươi nhập khẩu kết hợp với phụ kiện trang trí tinh tế theo xu hướng mới nhất. Đội ngũ nhân viên thực hiện tỉ mỉ cam kết mang lại sự hài lòng.",True
"Em đang nuôi con nhỏ nên muốn tìm mua máy hút sữa điện đôi thanh lý nào dùng tốt lực hút êm ái để kích sữa và trữ sữa cho bé yêu nhà mình nha",Máy hút sữa Medela Pump,"Dòng máy hút sữa huyền thoại với công nghệ hút 2 pha mô phỏng động tác bú mẹ của bé giúp kích thích sữa về nhanh và nhiều hơn. Máy hoạt động mạnh mẽ bền bỉ nhưng vẫn giữ được độ êm ái cần thiết không gây đau rát cho mẹ. Tình trạng máy còn rất tốt đầy đủ phụ kiện đi kèm để mẹ sử dụng ngay.",False
"Shop có mẫu máy in nhiệt mini nào chuyên dùng để in đơn hàng từ điện thoại không yêu cầu in nhanh không dùng mực và dễ kết nối bluetooth nha",Máy in hóa đơn nhiệt Xprinter,"Giải pháp in ấn đơn hàng và hóa đơn nhanh chóng dành cho các chủ shop kinh doanh online. Máy sử dụng công nghệ in nhiệt tiên tiến không tốn chi phí mực in chỉ cần nạp giấy là dùng được ngay. Kết nối bluetooth linh hoạt giúp bạn in đơn hàng trực tiếp từ điện thoại một cách tiện lợi nhất.",True
"Mình đang chuẩn bị mở quán cafe nhỏ nên muốn tìm mua bộ bàn ghế gỗ pallet thanh lý nào nhìn mộc mạc phong cách vintage một chút giá rẻ thôi",Bộ bàn ghế gỗ pallet sơn giả cổ,"Bộ gồm 1 bàn và 4 ghế làm từ gỗ pallet thông đã qua xử lý chống mối mọt. Thiết kế mộc mạc với lớp sơn phủ màu gỗ sậm tạo cảm giác hoài cổ rất phù hợp cho các không gian quán cafe acoustic hoặc trà sữa. Hàng thanh lý còn rất chắc chắn và dễ dàng decor theo ý thích.",False
"Tìm mua bộ sạc nhanh chính hãng cho Samsung S23 Ultra yêu cầu có cả củ sạc 45W và cáp sạc 5A bền bỉ để bảo vệ pin và sạc siêu tốc cho máy nha",Sạc nhanh Samsung 45W Type-C,"Củ sạc chính hãng với công nghệ Super Fast Charging 2.0 giúp sạc đầy pin thiết bị trong thời gian cực ngắn. Đi kèm cáp sạc 5A hai đầu Type-C cao cấp chịu tải tốt và đảm bảo an toàn tuyệt đối cho thiết bị của bạn. Sản phẩm nguyên seal chính hãng bảo hành lỗi 1 đổi 1 trong 12 tháng.",True
"Em muốn mua một chiếc xe đạp fixed gear để tập chơi và đi học yêu cầu khung nhôm nhẹ kiểu dáng thanh thoát màu đen nhám nhìn cho ngầu chút",Xe đạp Fixed Gear khung nhôm 6061,"Mẫu xe đạp đơn giản nhưng cực kỳ cá tính với khung nhôm siêu nhẹ và bền bỉ. Thiết kế tối giản giúp xe đạt tốc độ cao và linh hoạt trên đường phố. Màu sơn đen nhám cao cấp chống trầy xước mang lại vẻ ngoài mạnh mẽ. Tặng kèm đầy đủ bộ dụng cụ lắp ráp và dây strap chân cho người mới chơi.",True
"Nhà mình có người già hay bị đau lưng nên muốn tìm mua mẫu nệm cao su non nào nằm êm nhưng không bị lún quá sâu để bảo vệ cột sống tốt nhất",Nệm cao su non Thắng Lợi,"Nệm được thiết kế với hàng ngàn lỗ thông hơi giúp thoáng khí tối đa khi nằm. Độ đàn hồi vừa phải hỗ trợ nâng đỡ cơ thể và giữ cho cột sống luôn ở tư thế thẳng tự nhiên nhất. Chất liệu cao su non cao cấp bền bỉ không bị xẹp lún sau nhiều năm sử dụng mang lại giấc ngủ sâu cho người lớn tuổi.",True
"Cần mua bộ dụng cụ làm nail cơ bản tại nhà bao gồm cả máy hơ gel và bộ màu sơn đa dạng để mình tự tập làm móng mỗi cuối tuần cho tiết kiệm",Bộ dụng cụ làm nail mini tại gia,"Combo đầy đủ các phụ kiện cần thiết để bạn bắt đầu sự nghiệp làm đẹp móng tay ngay tại nhà. Bao gồm máy hơ gel Sun5 công suất lớn 10 chai sơn gel màu hot trend kềm cắt da dũa móng và các phụ kiện trang trí cơ bản. Sản phẩm dễ sử dụng và có video hướng dẫn chi tiết kèm theo.",True
"Tìm mua chiếc đồng hồ thông minh cũ bản thép ngoại hình đẹp pin dùng được trên 2 ngày để theo dõi sức khỏe và nhận thông báo điện thoại nhanh",Apple Watch Series 6 bản thép,"Đồng hồ thông minh cao cấp với thiết kế vỏ thép không gỉ sang trọng và mặt kính sapphire chống trầy hoàn hảo. Tích hợp đầy đủ các tính năng đo nhịp tim nồng độ oxy trong máu và theo dõi giấc ngủ chính xác. Tình trạng máy còn rất mới pin bền đảm bảo nhận mọi thông báo tức thì từ iPhone.",False
"Mình muốn mua bộ bàn ăn 6 ghế gỗ tự nhiên phong cách hiện đại cho phòng bếp mới yêu cầu mặt bàn đá hoặc gỗ đều được nhưng phải chắc chắn nha",Bộ bàn ăn gỗ sồi 6 ghế bọc nệm,"Thiết kế sang trọng với bàn ăn gỗ sồi tự nhiên kích thước lớn kết hợp với 6 ghế bọc nệm êm ái mang lại sự thoải mái cho bữa cơm gia đình. Bề mặt gỗ được xử lý nhẵn mịn chống thấm nước và dễ dàng lau chùi. Phù hợp cho không gian nội thất phòng bếp hiện đại và ấm cúng của gia đình đông người.",True
"Em đang tập tành làm vlog nên muốn tìm mua bộ mic thu âm không dây loại nào lọc tạp âm tốt và dùng được cho cả điện thoại lẫn máy ảnh nha",Mic thu âm Boya BY-V20,"Hệ thống mic không dây nhỏ gọn chuyên dùng cho các nhà sáng tạo nội dung trên TikTok và YouTube. Công nghệ lọc ồn thông minh giúp âm thanh thu lại trong trẻo và rõ nét ngay cả trong môi trường ồn ào. Kết nối dễ dàng chỉ cần cắm và chạy không cần cài đặt phần mềm phức tạp.",True
"Tìm mua bình hoa bằng gốm sứ Bát Tràng họa tiết hoa văn thủ công tinh tế để trưng bày ở phòng khách yêu cầu hàng chuẩn loại 1 nhìn sang trọng",Bình gốm sứ Bát Tràng vẽ tay,"Sản phẩm mỹ nghệ truyền thống được nhào nặn và vẽ họa tiết hoàn toàn bằng tay bởi các nghệ nhân lành nghề. Lớp men sáng bóng và bền màu theo thời gian mang lại vẻ đẹp cổ điển và đẳng cấp cho không gian trưng bày. Thích hợp dùng để cắm hoa hoặc làm quà biếu tặng vô cùng ý nghĩa.",True
"Mình muốn mua chiếc máy tính bảng giá rẻ dưới 3 triệu để cho con xem youtube và học tiếng anh online yêu cầu màn hình to rõ và loa lớn nha",Samsung Galaxy Tab A8 10.5,"Máy tính bảng sở hữu màn hình rộng với góc nhìn tốt giúp trẻ dễ dàng quan sát và học tập. Hệ thống loa kép cho âm thanh to rõ sống động. Máy hoạt động ổn định với các tác vụ cơ bản như xem phim lướt web và chạy các ứng dụng giáo dục. Tình trạng máy còn khoảng 90% pin khá bền.",False
"Cần thuê thợ vệ sinh thảm trải sàn và rèm cửa tại nhà do nhà mình nuôi chó mèo nên bám nhiều lông và mùi hôi yêu cầu dùng máy chuyên dụng",Dịch vụ vệ sinh thảm rèm khử khuẩn,"Dịch vụ vệ sinh chuyên nghiệp giúp đánh bay hoàn toàn bụi bẩn lông thú cưng và mùi hôi khó chịu trên thảm và rèm cửa. Chúng tôi sử dụng công nghệ giặt khô hơi nước nóng đảm bảo diệt sạch vi khuẩn và an toàn cho vật nuôi trong nhà. Quy trình thực hiện nhanh gọn và có máy sấy khô ngay.",True
"Tìm mua đôi giày bóng rổ size 43 cũ còn mới khoảng 90% yêu cầu đế còn bám sân tốt và bảo vệ cổ chân khi bật nhảy mình ưu tiên dòng Nike",Nike Air Jordan 1 Mid cũ,"Đôi giày bóng rổ huyền thoại vừa có thể dùng để chơi bóng vừa mang đi chơi rất thời trang. Thiết kế cổ cao giúp bảo vệ và ổn định cổ chân trong các pha tranh chấp trên sân. Đế giày còn rất dày và độ bám cao đảm bảo an toàn cho người sử dụng. Hàng chính hãng đã qua sử dụng giữ gìn kỹ.",False
"Mình muốn tìm mua mẫu váy cưới xòe công chúa lộng lẫy có đính đá bắt sáng để mặc vào lúc làm lễ chính yêu cầu hàng cao cấp và có sẵn nha",Váy cưới công chúa đính đá Lux,"Mẫu váy thiết kế với chân váy xòe rộng bồng bềnh sử dụng nhiều lớp voan cao cấp tạo độ phồng tự nhiên. Phần ngực và tay áo được đính kết thủ công hàng ngàn viên đá swarovski lấp lánh giúp cô dâu tỏa sáng rạng ngời dưới ánh đèn sân khấu. Hàng mới 100% phù hợp cho các lễ cưới sang trọng.",True
"Cần mua chiếc xe máy điện VinFast cũ màu xanh hoặc đỏ ngoại hình đừng nát quá pin còn đi được trên 50km cho mỗi lần sạc để đi học đại học",VinFast Klara A2 cũ,"Xe máy điện thông minh với thiết kế thanh lịch và hiện đại phù hợp cho sinh viên di chuyển trong thành phố. Khả năng chống nước tiêu chuẩn giúp bạn yên tâm đi dưới trời mưa. Xe đã được kiểm tra kỹ hệ thống điện và pin đảm bảo quãng đường di chuyển ổn định và an toàn khi vận hành.",False
"Mình muốn tìm mua máy hút mụn cám và mụn đầu đen cầm tay loại nào lực hút mạnh nhưng không gây tổn thương da mặt yêu cầu hàng chính hãng nha",Máy hút mụn thông minh comedo,"Thiết bị chăm sóc da cá nhân giúp loại bỏ bụi bẩn và các loại mụn cám một cách hiệu quả tại nhà. Có nhiều cấp độ hút khác nhau phù hợp với từng loại da từ da nhạy cảm đến da dầu. Tích hợp ánh sáng xanh giúp làm dịu da và se khít lỗ chân lông sau khi sử dụng mang lại làn da mịn màng.",True
"Tìm mua bộ bàn ghế trang điểm bằng gỗ công nghiệp màu trắng có gương led cho phòng ngủ nhỏ yêu cầu thiết kế gọn gàng và có ngăn chứa mỹ phẩm",Bàn trang điểm mini gương LED,"Mẫu bàn phấn thiết kế thông minh với gương soi tích hợp đèn led 3 chế độ màu giúp bạn trang điểm dễ dàng hơn. Kích thước nhỏ gọn tiết kiệm diện tích nhưng vẫn đầy đủ ngăn kéo và kệ để sắp xếp mỹ phẩm gọn gàng. Chất liệu gỗ MDF phủ sơn trắng cao cấp mang lại vẻ đẹp hiện đại và nữ tính.",True
"Mình muốn mua một chiếc loa karaoke mini xách tay kèm 2 mic không dây để cuối tuần gia đình giải trí yêu cầu tiếng hát phải vang và ấm",Loa kéo xách tay AZ-Pro kèm 2 mic,"Dàn karaoke di động nhỏ gọn nhưng công suất mạnh mẽ cho âm thanh sống động trung thực. Đi kèm bộ đôi micro không dây cao cấp chống hú tốt và giúp giọng hát trở nên nhẹ nhàng bay bổng hơn. Tích hợp đầy đủ các cổng kết nối bluetooth usb thẻ nhớ vô cùng tiện lợi cho các buổi tiệc nhỏ.",True
"Cần mua đặc sản mực khô câu loại to dài khoảng 30cm hàng Quảng Ninh chuẩn để làm quà biếu yêu cầu mực dày thịt ngọt và không bị đắng đầu nha",Mực khô câu Quảng Ninh loại 1,"Sản phẩm mực khô cao cấp được tuyển chọn từ những con mực tươi sống vừa mới đánh bắt. Mực được phơi đủ nắng nên có màu hồng tự nhiên thịt dày và rất ngọt thơm khi nướng. Quy trình đóng gói hút chân không sạch sẽ đảm bảo giữ nguyên chất lượng sâm khi mang đi biếu tặng người thân.",True
"Tìm mua cây đàn organ cũ cho bé tập nhạc yêu cầu phím đàn còn nhạy đầy đủ các điệu và tiếng cơ bản và có thể kết nối được với tai nghe nha",Organ Yamaha PSR-E273 cũ,"Đàn organ dành cho người mới bắt đầu học nhạc với giao diện dễ sử dụng và kho âm thanh đa dạng. Tích hợp chức năng tự học thông minh giúp bé làm quen với các nốt nhạc một cách hứng thú. Đàn còn rất mới mọi tính năng hoạt động hoàn hảo và tặng kèm chân đàn bao da và adapter chính hãng.",False
"Mình muốn mua bộ drap mền lụa tencel màu trơn nhìn cho sang trọng yêu cầu chất vải mát lạnh mềm mịn và không bị xù lông khi giặt máy nha",Bộ chăn ga gối lụa Tencel 60s,"Sản phẩm cao cấp được dệt từ sợi xenlulo tự nhiên mang lại cảm giác mát mịn tuyệt đối cho làn da. Khả năng thấm hút mồ hôi cực tốt giúp bạn có giấc ngủ ngon và sâu hơn vào những ngày hè nóng bức. Màu sắc pastel hiện đại sang trọng không phai màu và bền bỉ sau nhiều lần giặt máy.",True
"Em đang tìm mua iPad Pro M1 cũ bản 11 inch ngoại hình đẹp pin còn tốt để làm việc đồ họa nhẹ nhàng và vẽ tranh procreate giá tầm 13 triệu",iPad Pro M1 11 inch 128GB Wifi,"Siêu phẩm máy tính bảng với sức mạnh từ chip M1 xử lý mượt mà mọi tác vụ đồ họa và dựng phim chuyên nghiệp. Màn hình ProMotion 120Hz cho thao tác vuốt chạm và vẽ với bút Apple Pencil cực kỳ nhạy bén. Tình trạng máy còn rất mới không cấn móp đảm bảo hiệu năng sử dụng lâu dài cho công việc.",False
"Tìm mua bộ dụng cụ pha trà đạo gốm sứ hoa văn cổ điển để tặng ông nội yêu cầu trọn bộ có cả khay trà gỗ và hũ đựng trà nhìn thật trang trọng",Bộ ấm trà đạo gốm Tử Sa,"Bộ sản phẩm tinh tế dành cho người yêu nghệ thuật trà đạo với ấm chén làm từ đất tử sa cao cấp giúp giữ hương vị trà thơm ngon nhất. Đi kèm khay trà gỗ chạm trổ thủ công và đầy đủ phụ kiện pha trà mang lại không gian thưởng trà tĩnh lặng và thanh tao. Món quà vô cùng ý nghĩa dành cho người lớn tuổi.",True
"Mình mới nuôi một bé chó Phốc Sóc nên muốn tìm mua mẫu nhà cây hoặc chuồng sắt nào sơn tĩnh điện chắc chắn và dễ dàng vệ sinh cho bé ở nha",Chuồng chó inox 304 cao cấp,"Sản phẩm chuồng nuôi thú cưng được làm từ inox nguyên khối siêu bền không gỉ sét theo thời gian. Thiết kế có khay hứng vệ sinh tháo rời giúp bạn dễ dàng chùi rửa và giữ sạch không gian sống cho bé. Cửa chuồng có khóa an toàn chắc chắn đảm bảo bé không chạy ra ngoài khi chủ đi vắng.",True
"Em đang cần mua cục đẩy công suất 2 kênh hàng bãi xịn để kéo cặp loa karaoke gia đình bass 30 yêu cầu tiếng ra sạch lực và không bị nóng máy",Cục đẩy công suất Crown hàng bãi Mỹ,"Thiết bị âm thanh chuyên dụng với khả năng khuếch đại tín hiệu mạnh mẽ giúp đôi loa của bạn phát huy tối đa công suất. Công nghệ tản nhiệt thông minh đảm bảo thiết bị hoạt động ổn định liên tục trong nhiều giờ mà không bị quá tải. Âm bass ra sâu và chắc rất phù hợp cho các phòng hát gia đình.",False
"Tìm mua mẫu bàn trà sofa hình kim cương mặt kính cường lực màu đen cho phòng khách yêu cầu khung sắt sơn tĩnh điện chắc chắn và nhìn hiện đại",Bàn trà kim cương mặt kính đen,"Mẫu bàn trà thiết kế độc đáo với khung sắt uốn lượn hình khối kim cương mang lại vẻ đẹp trẻ trung và phá cách cho căn phòng. Mặt kính cường lực dày dặn chịu lực tốt và cực kỳ dễ dàng vệ sinh. Phù hợp kết hợp cùng các bộ sofa nỉ hoặc sofa da hiện đại giúp tạo điểm nhấn cho không gian sống.",True
"Mình muốn mua bộ máy tính văn phòng cũ bao gồm cả màn hình về chỉ việc cắm điện là dùng thôi yêu cầu chạy mượt Word Excel và lướt web nhanh",Trọn bộ PC văn phòng Dell Core i5,"Combo máy tính đồng bộ bền bỉ dành cho dân văn phòng và học sinh học tập online. Bao gồm cây máy tính màn hình 20 inch phím chuột và đầy đủ dây cáp kết nối. Máy đã cài sẵn các phần mềm cơ bản chạy cực mượt nhờ ổ cứng SSD tốc độ cao. Cam kết bảo hành uy tín giúp khách hàng hoàn toàn yên tâm.",False
"Cần mua đặc sản hạt hạnh nhân rang bơ hàng nhập khẩu Mỹ loại to đều tăm tắp thơm phức để làm đồ ăn vặt cho mẹ bầu yêu cầu hàng mới date dài",Hạnh nhân rang bơ Mỹ loại 1,"Sản phẩm hạt dinh dưỡng cao cấp cung cấp nhiều omega 3 và khoáng chất thiết yếu tốt cho sức khỏe của cả mẹ và bé. Hạt hạnh nhân được rang bơ thơm lừng vỏ giòn tan và nhân bùi béo tự nhiên. Quy trình đóng gói kín giúp giữ nguyên độ giòn và dưỡng chất. Hàng luôn có date mới nhất cho khách.",True
"Tìm mua mẫu đèn led trang trí phòng ngủ dây thả hình ngôi sao nhìn cho chill chút yêu cầu có nhiều chế độ nháy và ánh sáng vàng ấm áp nha",Dây đèn LED ngôi sao trang trí,"Sản phẩm trang trí không gian sống lung linh và ấm cúng hơn với các bóng led hình ngôi sao lấp lánh. Có hộp điều khiển với 8 chế độ nháy khác nhau giúp bạn dễ dàng thay đổi không khí cho căn phòng. Chất liệu dây nhựa bền dẻo dễ dàng treo móc ở bất cứ đâu trong phòng ngủ hay quán cafe.",True
"Em muốn mua chiếc kẹp tóc đính đá handmade xinh xắn để làm quà tặng bạn gái yêu cầu thiết kế tinh xảo độc lạ không đại trà và kẹp chắc chắn nha",Kẹp tóc đính đá thủ công cao cấp,"Sản phẩm phụ kiện tóc được đính kết tỉ mỉ từ những viên đá và ngọc trai nhân tạo mang lại vẻ đẹp dịu dàng và quý phái cho phái nữ. Xương kẹp làm từ hợp kim bền màu và ôm sát tóc không gây đau khi sử dụng lâu. Đây là món quà nhỏ nhắn nhưng chứa đựng nhiều sự chân thành cho các dịp đặc biệt.",True
"Mình muốn tìm mua mẫu máy xông hơi mặt mini tại nhà để tự làm đẹp da yêu cầu hơi nước phun đều mịn giúp giãn nở lỗ chân lông và dễ sử dụng",Máy xông mặt nano ion Sokany,"Thiết bị làm đẹp cá nhân sử dụng công nghệ nano giúp các phân tử nước len lỏi sâu vào tận lỗ chân lông loại bỏ bụi bẩn và bã nhờn hiệu quả. Giúp làn da trở nên căng mọng mịn màng và hấp thụ các dưỡng chất từ mỹ phẩm tốt hơn. Thiết kế nhỏ gọn sang trọng rất phù hợp cho chị em phụ nữ làm đẹp.",True
"Tìm mua bộ đồ chơi nấu ăn bằng inox xịn cho bé gái yêu cầu đầy đủ các vật dụng như nồi chảo muỗng để bé tập làm đầu bếp tại nhà nha",Bộ đồ chơi nhà bếp inox 40 chi tiết,"Mẫu đồ chơi mô phỏng thực tế giúp trẻ phát triển kỹ năng khéo léo và trí tưởng tượng phong phú thông qua việc nấu ăn. Chất liệu inox cao cấp được bo tròn các cạnh đảm bảo an toàn tuyệt đối và độ bền cao hơn hẳn các loại nhựa thông thường. Bé có thể thỏa sức sáng tạo những bữa ăn ngon giả định.",True
"Mình muốn mua một chiếc đồng hồ treo tường quả lắc bằng gỗ tự nhiên tiếng chuông ngân nga để treo ở phòng khách nhìn cho cổ điển chút",Đồng hồ quả lắc gỗ Gõ Đỏ,"Sản phẩm đồng hồ nội thất sang trọng với vỏ được làm hoàn toàn từ gỗ tự nhiên quý hiếm chạm trổ hoa văn tỉ mỉ. Hệ thống máy cơ bền bỉ với âm thanh chuông báo giờ trong trẻo mang lại không khí trang nghiêm và hoài cổ cho ngôi nhà của bạn. Một vật dụng trang trí đẳng cấp khẳng định gu thẩm mỹ của gia chủ.",True
"Cần mua mẫu balo bỉm sữa đa năng cho mẹ và bé loại có nhiều ngăn để đựng tã quần áo bình sữa yêu cầu vải chống thấm nước và đeo không mỏi vai",Balo bỉm sữa đa năng Dokoclub,"Sản phẩm hỗ trợ đắc lực cho các mẹ bỉm sữa mỗi khi đưa bé ra ngoài chơi hay đi du lịch. Thiết kế thông minh với hơn 10 ngăn chứa đồ rộng rãi bao gồm cả ngăn cách nhiệt giữ ấm bình sữa và ngăn chứa khăn giấy tiện lợi. Chất vải polyester cao cấp chống thấm nước hiệu quả và quai đeo êm ái bảo vệ vai.",True
"Tìm mua đôi giày sandal nam quai ngang đơn giản chắc chắn để mình đi bộ nhiều trong chuyến du lịch sắp tới yêu cầu đế cao su chống trơn trượt",Sandal nam quai da bò thật,"Mẫu giày dép thời trang và tiện dụng dành cho phái mạnh với thiết kế quai da mềm mại và đế cao su đúc cực kỳ êm chân. Khả năng bám đường tốt giúp bạn thoải mái di chuyển trên mọi địa hình mà không lo đau mỏi hay trơn trượt. Kiểu dáng trẻ trung dễ dàng phối hợp cùng quần short hoặc quần jean năng động.",True
"Mình muốn mua bộ máy ảnh phim cũ dòng Canon AE-1 ngoại hình còn đẹp cơ tốc hoạt động chuẩn để mình tập chơi phim yêu cầu có kèm lens nha",Máy ảnh phim Canon AE-1 kèm lens 50mm f1.8,"Chiếc máy ảnh phim huyền thoại dành cho những ai yêu thích chất ảnh cổ điển và trải nghiệm nhiếp ảnh truyền thống. Hệ thống đo sáng hoạt động chính xác và cơ cấu màn trập bền bỉ đảm bảo những bức ảnh sắc nét. Tình trạng máy còn rất đẹp không mốc rễ kèm theo dây đeo và pin để bạn trải nghiệm ngay.",False
"Tìm mua mẫu ví da nam dáng đứng nhỏ gọn làm từ da bò thật 100% yêu cầu có nhiều ngăn đựng thẻ và ngăn chứa tiền rộng rãi sờ vào phải mềm nha",Ví nam da bò sáp dáng đứng,"Sản phẩm phụ kiện thời trang phái mạnh được gia công thủ công từ chất liệu da bò sáp cao cấp mang lại vẻ đẹp bụi bặm và nam tính. Càng dùng da càng mềm và bóng đẹp theo thời gian. Kích thước gọn gàng dễ dàng bỏ vào túi quần mà không gây cộm khó chịu mang lại sự tiện lợi tối đa cho người dùng hàng ngày.",True
"Em đang nuôi một bé chó Corgi nên muốn tìm mua loại thức ăn hạt nào giàu canxi hỗ trợ xương khớp và mượt lông yêu cầu hàng chính hãng uy tín",Royal Canin Medium Adult,"Công thức dinh dưỡng cân bằng dành cho các dòng chó có kích thước trung bình giúp tăng cường sức đề kháng và hỗ trợ hệ tiêu hóa khỏe mạnh. Chứa đầy đủ các dưỡng chất thiết yếu giúp lông thú cưng luôn bóng mượt và hệ xương chắc khỏe để bé thỏa sức vận động. Sản phẩm được các chuyên gia thú y khuyên dùng.",True
"Mình muốn mua đặc sản tôm khô loại 1 phơi tự nhiên thịt dai ngọt đậm đà để nấu canh hoặc làm mồi nhậu yêu cầu đóng gói hút chân không sạch sẽ",Tôm khô Rạch Gốc Cà Mau,"Đặc sản biển nổi tiếng với những con tôm tươi ngon được chế biến và phơi khô theo phương pháp truyền thống giữ nguyên vị ngọt đậm và màu đỏ tự nhiên. Sản phẩm hoàn toàn không dùng phẩm màu hay chất bảo quản đảm bảo an toàn tuyệt đối. Thích hợp dùng trong các bữa cơm gia đình hoặc làm quà biếu quý.",True
"Shop có mẫu tai nghe chụp tai gaming nào có đèn led rgb nhìn cho hầm hố không yêu cầu âm thanh giả lập 7.1 để mình chơi Pubg nghe tiếng chân cho rõ",Tai nghe Gaming Dareu EH416,"Siêu phẩm tai nghe dành cho các game thủ with thiết kế đệm tai lớn êm ái và hệ thống đèn LED RGB đa sắc màu cực kỳ bắt mắt. Âm thanh giả lập 7.1 giúp bạn xác định vị trí kẻ địch cực kỳ chính xác trong các tựa game bắn súng đỉnh cao. Mic đàm thoại lọc ồn hiệu quả giúp trao đổi cùng đồng đội rõ ràng.",True
"Sắp tới mình có buổi phỏng vấn quan trọng nên muốn tìm mua một chiếc áo sơ mi trắng nam form slimfit vải chống nhăn để nhìn cho chỉn chu nha",Áo sơ mi nam công sở Aristino,"Mẫu áo sơ mi cao cấp với chất liệu vải bamboo tự nhiên cực kỳ thoáng mát và có khả năng kháng khuẩn khử mùi hiệu quả. Thiết kế slimfit ôm gọn cơ thể tôn dáng phái mạnh cùng công nghệ dệt chống nhăn giúp áo luôn phẳng phiu suốt cả ngày làm việc. Màu trắng tinh khôi dễ dàng phối cùng quần tây hoặc kaki.",True
